Unnamed: 0,Match_id,Team,Over_num,Commentary,batsman,score,Commentary_new,Team_new,P2,P1,P1_FN,P1_LN,P2_FN,P2_LN,P1_FN_count,P1_LN_count,P2_FN_count,P2_LN_count
2661,7153825,KKR 1st Inns,4.1,"Axar to Chris Lynn, FOUR, Axar throws it wide outside off. Chris Lynn keeps his front leg out of the equation and drives to the deep cover fence",Axar to Chris Lynn,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, {{BOWLER}} throws it wide outside off. {{BATSMAN}} keeps his front leg out of the equation and drives to the deep cover fence",KKR,Axar,Chris Lynn,Chris,Lynn,Axar,,5,4.0,4,
2662,7153825,KKR 1st Inns,4.2,"Axar to Chris Lynn, FOUR, has to wait a bit as the length is a touch shorter. Cuts and finds the gap past a diving extra cover, another four",Axar to Chris Lynn,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, has to wait a bit as the length is a touch shorter. Cuts and finds the gap past a diving extra cover, another four",KKR,Axar,Chris Lynn,Chris,Lynn,Axar,,5,4.0,4,
2663,7153825,KKR 1st Inns,5.3,"Matt Henry to Chris Lynn, FOUR, only with a man of steel-forearms can do it. Short ball outside off, Chris Lynn is committed on the pull but the ball does not quite come with pace. He does not flinch, goes with the pull and fetches it from outside off, almost clears the fence at deep mid-wicket",Matt Henry to Chris Lynn,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, only with a man of steel-forearms can do it. Short ball outside off, {{BATSMAN}} is committed on the pull but the ball does not quite come with pace. He does not flinch, goes with the pull and fetches it from outside off, almost clears the fence at deep mid-wicket",KKR,Matt Henry,Chris Lynn,Chris,Lynn,Matt,Henry,5,4.0,4,5.0
2671,7153825,KXIP 1st Inns,12.2,"Rajpoot to Saha, FOUR, the edges too come in. Ah, unfair. Rajpoot bumps it in, gets it at the perfect nagging height and Saha's compulsive pull gets the top edge flying over the keeper. You cannot stop these",Rajpoot to Saha,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, the edges too come in. Ah, unfair. {{BOWLER}} bumps it in, gets it at the perfect nagging height and {{BATSMAN}}'s compulsive pull gets the top edge flying over the keeper. You cannot stop these",KXIP,Rajpoot,Saha,Saha,,Rajpoot,,4,,7,
2672,7153825,KXIP 1st Inns,12.5,"Rajpoot to Maxwell, FOUR, piles it on. With the width not enough to force matters in the off-side, Maxwell takes it into the other side of the pitch. Another back of a length this from Rajpoot looking to cramp him up for room and responded with a flat bat this time. Barely bothers to keep it down either, gets it in front of the man looking to cut it off at mid-wicket",Rajpoot to Maxwell,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, piles it on. With the width not enough to force matters in the off-side, {{BATSMAN}} takes it into the other side of the pitch. Another back of a length this from {{BOWLER}} looking to cramp him up for room and responded with a flat bat this time. Barely bothers to keep it down either, gets it in front of the man looking to cut it off at mid-wicket",KXIP,Rajpoot,Maxwell,Maxwell,,Rajpoot,,7,,7,
2674,7153825,KXIP 1st Inns,14.3,"Narine to Saha, FOUR, too short. Too wide. Further amplified by Saha backing away violently. Waits on the ball to get close and slaps it through the covers",Narine to Saha,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, too short. Too wide. Further amplified by {{BATSMAN}} backing away violently. Waits on the ball to get close and slaps it through the covers",KXIP,Narine,Saha,Saha,,Narine,,4,,6,
2681,7153825,KXIP 1st Inns,18.4,"Woakes to Rahul Tewatia, FOUR, for some reason switches to a half volley. Tewatia, waits, buries and meets it with a full-blooded lofted drive through extra cover",Woakes to Rahul Tewatia,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, for some reason switches to a half volley. {{BATSMAN}}, waits, buries and meets it with a full-blooded lofted drive through extra cover",KXIP,Woakes,Rahul Tewatia,Rahul,Tewatia,Woakes,,5,7.0,6,
2682,7153825,KXIP 1st Inns,18.5,"Woakes to Rahul Tewatia, FOUR, spots the slower off-cutter. And ensures to dispatch it away. Tries to fox him with the loopy bouncer here does Woakes but a walk across to pull it past the man at short fine does the job",Woakes to Rahul Tewatia,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, spots the slower off-cutter. And ensures to dispatch it away. Tries to fox him with the loopy bouncer here does {{BOWLER}} but a walk across to pull it past the man at short fine does the job",KXIP,Woakes,Rahul Tewatia,Rahul,Tewatia,Woakes,,5,7.0,6,
2683,7153825,KXIP 1st Inns,19.5,"Rajpoot to Rahul Tewatia, FOUR, hunts the fence. Much needed this for the Punjabis. Takes it off the pads and brings out the broom as he sweeps it this away",Rajpoot to Rahul Tewatia,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, hunts the fence. Much needed this for the Punjabis. Takes it off the pads and brings out the broom as he sweeps it this away",KXIP,Rajpoot,Rahul Tewatia,Rahul,Tewatia,Rajpoot,,5,7.0,7,
2684,7153825,KXIP 1st Inns,3.2,"Narine to Vohra, FOUR, doesn't get away this time. Seam up delivery from a shortish length, Vohra punches it handsomely through the covers. Finds the gap and the ball races away",Narine to Vohra,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, doesn't get away this time. Seam up delivery from a shortish length, {{BATSMAN}} punches it handsomely through the covers. Finds the gap and the ball races away",KXIP,Narine,Vohra,Vohra,,Narine,,5,,6,
2685,7153825,KXIP 1st Inns,3.3,"Narine to Vohra, FOUR, cheeky and effective. Uses the slightest of widths outside off and opens his bat face to guide it wide of the keeper into the third man fence",Narine to Vohra,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, cheeky and effective. Uses the slightest of widths outside off and opens his bat face to guide it wide of the keeper into the third man fence",KXIP,Narine,Vohra,Vohra,,Narine,,5,,6,
2690,7153825,KXIP 1st Inns,7.5,"de Grandhomme to Shaun Marsh, FOUR, ah! Streaky, Marsh won't mind though. Seam-up delivery on a short of length, probably kept a tad low. Marsh wanted to work it through the on-side and gets an inside edge that eludes the leg pole and dribbles away into the fine leg fence",de Grandhomme to Shaun Marsh,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, ah! Streaky, {{BATSMAN}} won't mind though. Seam-up {{BOWLER}}livery on a short of length, probably kept a tad low. {{BATSMAN}} wanted to work it through the on-si{{BOWLER}} and gets an insi{{BOWLER}} edge that elu{{BOWLER}}s the leg pole and dribbles away into the fine leg fence",KXIP,de Grandhomme,Shaun Marsh,Shaun,Marsh,de,Grandhomme,5,5.0,2,10.0
2691,7153825,KXIP 1st Inns,8.0,"de Grandhomme to Shaun Marsh, FOUR, that's textbook stuff from Shaun Marsh. Half-volley just outside off, Marsh leans forward and middles the straight-drive. That's Instagrammable",de Grandhomme to Shaun Marsh,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, that's textbook stuff from {{BATSMAN}}. Half-volley just outsi{{BOWLER}} off, {{BATSMAN}} leans forward and middles the straight-drive. That's Instagrammable",KXIP,de Grandhomme,Shaun Marsh,Shaun,Marsh,de,Grandhomme,5,5.0,2,10.0
2694,2544566,DC 1st Inns,1.2,"Sangwan to Samson, FOUR, full again, but too much width on this occasion and Samson roundhouses it to the cover boundary. Just lashed at the ball and got it away through the ring",Sangwan to Samson,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, full again, but too much width on this occasion and {{BATSMAN}} roundhouses it to the cover boundary. Just lashed at the ball and got it away through the ring",DC,Sangwan,Samson,Samson,,Sangwan,,6,,7,
2696,2544566,DC 1st Inns,1.4,"Sangwan to Pant, FOUR, first ball and he's away. We've seen that before from Pant this season. Isn't shy to take the bowler on, even as early as his first ball. Picks length quickly, and swats it through mid-wicket off the front foot. Dismissive",Sangwan to Pant,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, first ball and he's away. We've seen that before from {{BATSMAN}} this season. Isn't shy to take the bowler on, even as early as his first ball. Picks length quickly, and swats it through mid-wicket off the front foot. Dismissive",DC,Sangwan,Pant,Pant,,Sangwan,,4,,7,
2699,2544566,DC 1st Inns,10.1,"Jadeja to Shreyas Iyer, FOUR, flat and wide outside off, Iyer waits for it on the back foot and cuts it behind square on the off-side. Runs away to the fence and that brings up his fifty",Jadeja to Shreyas Iyer,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, flat and wide outside off, {{BATSMAN}} waits for it on the back foot and cuts it behind square on the off-side. Runs away to the fence and that brings up his fifty",DC,Jadeja,Shreyas Iyer,Shreyas,Iyer,Jadeja,,7,4.0,6,
2701,2544566,DC 1st Inns,11.3,"Basil Thampi to Corey Anderson, FOUR, that should ease his nerves. Slightest of widths outside off and Anderson opens his bat face at the point of impact and punches it through square on the off-side",Basil Thampi to Corey Anderson,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, that should ease his nerves. Slightest of widths outside off and {{BATSMAN}} opens his bat face at the point of impact and punches it through square on the off-side",DC,Basil Thampi,Corey Anderson,Corey,Anderson,Basil,Thampi,5,8.0,5,6.0
2703,2544566,DC 1st Inns,12.0,"Basil Thampi to Shreyas Iyer, FOUR, Thampi throws it wide outside off, Iyer forces it behind square on the off-side and the ball races away towards the fence. The man in the deep isn't sharp to stop that",Basil Thampi to Shreyas Iyer,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, {{BOWLER}} throws it wide outside off, {{BATSMAN}} forces it behind square on the off-side and the ball races away towards the fence. The man in the deep isn't sharp to stop that",DC,Basil Thampi,Shreyas Iyer,Shreyas,Iyer,Basil,Thampi,7,4.0,5,6.0
2704,2544566,DC 1st Inns,12.2,"Jadeja to Brathwaite, FOUR, wow! Easily done! Brathwaite gets low on one knee and laps it away into the fine leg fence",Jadeja to Brathwaite,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, wow! Easily done! {{BATSMAN}} gets low on one knee and laps it away into the fine leg fence",DC,Jadeja,Brathwaite,Brathwaite,,Jadeja,,10,,6,
2705,2544566,DC 1st Inns,12.5,"Jadeja to Brathwaite, FOUR, was there bat involved? The ump thinks so. The premeditated shot fetches Brathwaite a boundary. It was fired outside off, Brathwaite reverses his stance and tries to play the reverse sweep. Probably, there was a bit of wood on it. DK can't stop it and there no one else to stop that from reaching the fence",Jadeja to Brathwaite,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, was there bat involved? The ump thinks so. The premeditated shot fetches {{BATSMAN}} a boundary. It was fired outside off, {{BATSMAN}} reverses his stance and tries to play the reverse sweep. Probably, there was a bit of wood on it. DK can't stop it and there no one else to stop that from reaching the fence",DC,Jadeja,Brathwaite,Brathwaite,,Jadeja,,10,,6,
2707,2544566,DC 1st Inns,14.1,"Sangwan to Shreyas Iyer, FOUR, four to start the over. Iyer backs away, creates room and hammers this length ball from round the wicket through the covers. Thampi, in the deep, dives and makes a mess of it",Sangwan to Shreyas Iyer,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, four to start the over. {{BATSMAN}} backs away, creates room and hammers this length ball from round the wicket through the covers. Thampi, in the deep, dives and makes a mess of it",DC,Sangwan,Shreyas Iyer,Shreyas,Iyer,Sangwan,,7,4.0,7,
2708,2544566,DC 1st Inns,14.2,"Sangwan to Shreyas Iyer, FOUR, four more! Once again, Iyer moves leg-side, opens up the off-side and cuts it fiercely behind square on the off-side",Sangwan to Shreyas Iyer,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, four more! Once again, {{BATSMAN}} moves leg-side, opens up the off-side and cuts it fiercely behind square on the off-side",DC,Sangwan,Shreyas Iyer,Shreyas,Iyer,Sangwan,,7,4.0,7,
2709,2544566,DC 1st Inns,14.5,"Sangwan to Pat Cummins, FOUR, good shot to open your account. He relied more on power than timing. Clears the front leg and hammers a length ball through extra cover",Sangwan to Pat Cummins,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, good shot to open your account. He relied more on power than timing. Clears the front leg and hammers a length ball through extra cover",DC,Sangwan,Pat Cummins,Pat,Cummins,Sangwan,,3,7.0,7,
2710,2544566,DC 1st Inns,15.0,"Sangwan to Pat Cummins, FOUR, wow! DD are still in this game. Sangwan angles it on a length, Cummins moves slightly leg-side and flat-bats it down the ground",Sangwan to Pat Cummins,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, wow! DD are still in this game. {{BOWLER}} angles it on a length, {{BATSMAN}} moves slightly leg-side and flat-bats it down the ground",DC,Sangwan,Pat Cummins,Pat,Cummins,Sangwan,,3,7.0,7,
2716,2544566,DC 1st Inns,17.0,"Faulkner to Shreyas Iyer, FOUR, with mid-off up, you don't bowl full. That's exactly what Faulkner did and got punished. Iyer drills the drive wide of a diving mid-off fielder. 21 off the over and DD need just 23 with three overs to go",Faulkner to Shreyas Iyer,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, with mid-off up, you don't bowl full. That's exactly what {{BOWLER}} did and got punished. {{BATSMAN}} drills the drive wide of a diving mid-off fielder. 21 off the over and DD need just 23 with three overs to go",DC,Faulkner,Shreyas Iyer,Shreyas,Iyer,Faulkner,,7,4.0,8,
2718,2544566,DC 1st Inns,18.5,"Faulkner to Shami, FOUR, oh Soni! What have you done? Slower ball, was a full toss as well. Shami backs away and throws the kitchen sink. Manages an outside edge, that goes to the left of short third man. Soni, there, initially went to his right and hence couldn't stop that as it spun away from his dive. That could well be the turning point",Faulkner to Shami,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, oh Soni! What have you done? Slower ball, was a full toss as well. {{BATSMAN}} backs away and throws the kitchen sink. Manages an outside edge, that goes to the left of short third man. Soni, there, initially went to his right and hence couldn't stop that as it spun away from his dive. That could well be the turning point",DC,Faulkner,Shami,Shami,,Faulkner,,5,,8,
2721,2544566,DC 1st Inns,19.3,"Basil Thampi to Mishra, FOUR, 3 off 3 now! What a shot! Dhoni-esque. Dances down the track and elegantly flicks it through mid-wicket after converting it into a full toss. Wristily played and it raced away off the bat. Jaddu gives up in the deep",Basil Thampi to Mishra,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, 3 off 3 now! What a shot! Dhoni-esque. Dances down the track and elegantly flicks it through mid-wicket after converting it into a full toss. Wristily played and it raced away off the bat. Jaddu gives up in the deep",DC,Basil Thampi,Mishra,Mishra,,Basil,Thampi,6,,5,6.0
2722,2544566,DC 1st Inns,19.4,"Basil Thampi to Mishra, FOUR, Mishra has done it! He was the villain against RCB early in the tournament, not giving strike to Pant. Not today. With seven needed off four balls, he comes in and hits two boundaries. Cheeky shot. Back of the hand slower ball, was a full toss as well. Mishra moved across, waited for a long time and helped it away wide of the keeper. Akshdeep Nath at fine leg, tried his best, but couldn't stop the ball from going past the rope. DD win by 2 wickets",Basil Thampi to Mishra,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, {{BATSMAN}} has done it! He was the villain against RCB early in the tournament, not giving strike to Pant. Not today. With seven needed off four balls, he comes in and hits two boundaries. Cheeky shot. Back of the hand slower ball, was a full toss as well. {{BATSMAN}} moved across, waited for a long time and helped it away wide of the keeper. Akshdeep Nath at fine leg, tried his best, but couldn't stop the ball from going past the rope. DD win by 2 wickets",DC,Basil Thampi,Mishra,Mishra,,Basil,Thampi,6,,5,6.0
2725,2544566,DC 1st Inns,3.2,"Sangwan to Nair, FOUR, the bat-face opens as Nair tries to loft a drive over mid-off but he's got enough behind it to skew it over the infield. Gets it away into the extra-cover boundary",Sangwan to Nair,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, the bat-face opens as {{BATSMAN}} tries to loft a drive over mid-off but he's got enough behind it to skew it over the infield. Gets it away into the extra-cover boundary",DC,Sangwan,Nair,Nair,,Sangwan,,4,,7,
2727,2544566,DC 1st Inns,3.5,"Sangwan to Shreyas Iyer, FOUR, pounces on the width and flashes it up and over backward point. Poor delivery. Iyer up and running with a nice couple of boundaries",Sangwan to Shreyas Iyer,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, pounces on the width and flashes it up and over backward point. Poor delivery. {{BATSMAN}} up and running with a nice couple of boundaries",DC,Sangwan,Shreyas Iyer,Shreyas,Iyer,Sangwan,,7,4.0,7,
2728,2544566,DC 1st Inns,4.2,"Basil Thampi to Shreyas Iyer, FOUR, overpitches and Iyer puts him away. It's a juicy delivery on middle, with Thampi perhaps missing a yorker. Nice roll of the wrists from Iyer to flick it through mid-wicket. The man in the deep is too square",Basil Thampi to Shreyas Iyer,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, overpitches and {{BATSMAN}} puts him away. It's a juicy delivery on middle, with {{BOWLER}} perhaps missing a yorker. Nice roll of the wrists from {{BATSMAN}} to flick it through mid-wicket. The man in the deep is too square",DC,Basil Thampi,Shreyas Iyer,Shreyas,Iyer,Basil,Thampi,7,4.0,5,6.0
2729,2544566,DC 1st Inns,4.4,"Basil Thampi to Shreyas Iyer, FOUR, Thampi gets too straight and too full again and he's been whipped away. Iyer not missing out on any freebies he gets. Beats short fine leg to his right",Basil Thampi to Shreyas Iyer,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, {{BOWLER}} gets too straight and too full again and he's been whipped away. {{BATSMAN}} not missing out on any freebies he gets. Beats short fine leg to his right",DC,Basil Thampi,Shreyas Iyer,Shreyas,Iyer,Basil,Thampi,7,4.0,5,6.0
2731,2544566,DC 1st Inns,5.1,"Dwayne Smith to Shreyas Iyer, FOUR, now here's a surprise. Dwayne Smith bowling in the powerplay. He drops it short and wide first ball and is crashed to the boundary. DD building some good momentum",Dwayne Smith to Shreyas Iyer,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, now here's a surprise. {{BOWLER}} bowling in the powerplay. He drops it short and wide first ball and is crashed to the boundary. DD building some good momentum",DC,Dwayne Smith,Shreyas Iyer,Shreyas,Iyer,Dwayne,Smith,7,4.0,6,5.0
2732,2544566,DC 1st Inns,5.4,"Dwayne Smith to Nair, FOUR, treating Smith with utter disdain. That's dismissive. Good length ball, Nair muscles it with a lot of bottom hand over mid-on. Nearly carried all the way",Dwayne Smith to Nair,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, treating {{BOWLER}} with utter disdain. That's dismissive. Good length ball, {{BATSMAN}} muscles it with a lot of bottom hand over mid-on. Nearly carried all the way",DC,Dwayne Smith,Nair,Nair,,Dwayne,Smith,4,,6,5.0
2733,2544566,DC 1st Inns,5.5,"Dwayne Smith to Nair, FOUR, he's decided that Smith has to go. Really good tactics from Nair. These are gentle medium pace deliveries and he's backing himself to clear the infield. Goes over mid-on again. One bounce and over",Dwayne Smith to Nair,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, he's decided that {{BOWLER}} has to go. Really good tactics from {{BATSMAN}}. These are gentle medium pace deliveries and he's backing himself to clear the infield. Goes over mid-on again. One bounce and over",DC,Dwayne Smith,Nair,Nair,,Dwayne,Smith,4,,6,5.0
2734,2544566,DC 1st Inns,6.0,"Dwayne Smith to Nair, FOUR, oh shocker. Very short and very wide. With third man up, all Nair has to do is make some connection, especially with him going so hard. Upper-cuts it over short third man",Dwayne Smith to Nair,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, oh shocker. Very short and very wide. With third man up, all {{BATSMAN}} has to do is make some connection, especially with him going so hard. Upper-cuts it over short third man",DC,Dwayne Smith,Nair,Nair,,Dwayne,Smith,4,,6,5.0
2736,2544566,DC 1st Inns,7.0,"Jadeja to Nair, FOUR, goes down low, reverses his stance and scoops the reverse-sweep over short third man. Nair rattling along. 30 off 13 balls now",Jadeja to Nair,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, goes down low, reverses his stance and scoops the reverse-sweep over short third man. {{BATSMAN}} rattling along. 30 off 13 balls now",DC,Jadeja,Nair,Nair,,Jadeja,,4,,6,
2739,2544566,DC 1st Inns,9.2,"Faulkner to Shreyas Iyer, FOUR, this is what he was trying to do the previous ball. Gets it spot on this time. Waits on the back of length delivery, allows it to pass him and then taps it just beside the keeper to have it racing into the third man boundary",Faulkner to Shreyas Iyer,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, this is what he was trying to do the previous ball. Gets it spot on this time. Waits on the back of length delivery, allows it to pass him and then taps it just beside the keeper to have it racing into the third man boundary",DC,Faulkner,Shreyas Iyer,Shreyas,Iyer,Faulkner,,7,4.0,8,
2740,2544566,DC 1st Inns,9.4,"Faulkner to Shreyas Iyer, FOUR, and again. Such a deft touch. Normal pace from Faulkner and Iyer utilizes all of it and steers it cheekily. Karthik dives, third man dives, but to no avail",Faulkner to Shreyas Iyer,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, and again. Such a deft touch. Normal pace from {{BOWLER}} and {{BATSMAN}} utilizes all of it and steers it cheekily. Karthik dives, third man dives, but to no avail",DC,Faulkner,Shreyas Iyer,Shreyas,Iyer,Faulkner,,7,4.0,8,
2741,2544566,GL 1st Inns,0.2,"Zaheer to Dwayne Smith, FOUR, the outfield here is so quick. Cutter on the pads of Dwayne Smith and he tucks it past the square leg umpire. The man behind square on the on-side did not have much to cover, yet the ball beat him to the fence",Zaheer to Dwayne Smith,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, the outfield here is so quick. Cutter on the pads of {{BATSMAN}} and he tucks it past the square leg umpire. The man behind square on the on-side did not have much to cover, yet the ball beat him to the fence",GL,Zaheer,Dwayne Smith,Dwayne,Smith,Zaheer,,6,5.0,6,
2742,2544566,GL 1st Inns,1.3,"Shami to Ishan Kishan, FOUR, precision at its best. A normal seam-up delivery around off and Ishan Kishan drives on the up, opens the face of the bat a bit to place it between cover and point",Shami to Ishan Kishan,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, precision at its best. A normal seam-up delivery around off and {{BATSMAN}} drives on the up, opens the face of the bat a bit to place it between cover and point",GL,Shami,Ishan Kishan,Ishan,Kishan,Shami,,5,6.0,5,
2743,2544566,GL 1st Inns,10.4,"Corey Anderson to Karthik, FOUR, top shot! Short of length, Karthik rides the bounce and punches it beautifully through extra cover, the fielder at mid-off was a touch too straight and had no chance of stopping that",Corey Anderson to Karthik,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, top shot! Short of length, {{BATSMAN}} rides the bounce and punches it beautifully through extra cover, the fielder at mid-off was a touch too straight and had no chance of stopping that",GL,Corey Anderson,Karthik,Karthik,,Corey,Anderson,7,,5,8.0
2744,2544566,GL 1st Inns,12.1,"Corey Anderson to Finch, FOUR, not where he intended, but that should relieve some pressure. The cross-seam back of a length delivery delivery, Finch heaves and the inside edge goes behind square on the leg-side, Shami had no chance in the deep",Corey Anderson to Finch,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, not where he intended, but that should relieve some pressure. The cross-seam back of a length delivery delivery, {{BATSMAN}} heaves and the inside edge goes behind square on the leg-side, Shami had no chance in the deep",GL,Corey Anderson,Finch,Finch,,Corey,Anderson,5,,5,8.0
2745,2544566,GL 1st Inns,12.3,"Corey Anderson to Karthik, FOUR, poor delivery and Anderson pays for it. 9 runs off the first three balls. The off-pace delivery is on the pads, Karthik glances it fine and picks up the second boundary of the over",Corey Anderson to Karthik,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, poor delivery and {{BOWLER}} pays for it. 9 runs off the first three balls. The off-pace delivery is on the pads, {{BATSMAN}} glances it fine and picks up the second boundary of the over",GL,Corey Anderson,Karthik,Karthik,,Corey,Anderson,7,,5,8.0
2747,2544566,GL 1st Inns,14.1,"Brathwaite to Finch, FOUR, GL picking up the run rate. Six followed by a four. Rubbish from Brathwaite, sprays it down leg, Finch helps it along the way and beats a squarish fine leg",Brathwaite to Finch,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, {{TEAM}} picking up the run rate. Six followed by a four. Rubbish from {{BOWLER}}, sprays it down leg, {{BATSMAN}} helps it along the way and beats a squarish fine leg",GL,Brathwaite,Finch,Finch,,Brathwaite,,5,,10,
2748,2544566,GL 1st Inns,15.3,"Zaheer to Finch, leg byes, FOUR, appeal for LBW and umpire Anil Chaudhary has got it spot on. Right off the back boot. Low full toss and Finch wanted to sweep it, missed and the ball runs away off the right boot. The ball had pitched outside leg and hence a good decision from the umpire",Zaheer to Finch,FOUR,"{{BOWLER}} to {{BATSMAN}}, leg byes, FOUR, appeal for LBW and umpire Anil Chaudhary has got it spot on. Right off the back boot. Low full toss and {{BATSMAN}} wanted to sweep it, missed and the ball runs away off the right boot. The ball had pitched outside leg and hence a good decision from the umpire",GL,Zaheer,Finch,Finch,,Zaheer,,5,,6,
2752,2544566,GL 1st Inns,16.4,"Brathwaite to Jadeja, FOUR, some charity from Brathwaite. A nice juicy full toss outside off for the new batsman, Jadeja had ample time to pick his spot and he slices it behind point, away from the deep point fielder",Brathwaite to Jadeja,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, some charity from {{BOWLER}}. A nice juicy full toss outside off for the new batsman, {{BATSMAN}} had ample time to pick his spot and he slices it behind point, away from the deep point fielder",GL,Brathwaite,Jadeja,Jadeja,,Brathwaite,,6,,10,
2753,2544566,GL 1st Inns,17.0,"Brathwaite to Finch, FOUR, now the finesse from the Australian. Had the width to play whatever shot he needed, he chooses to back cut it behind square on the off-side, splitting backward point and short third man to perfection",Brathwaite to Finch,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, now the finesse from the Australian. Had the width to play whatever shot he needed, he chooses to back cut it behind square on the off-side, splitting backward point and short third man to perfection",GL,Brathwaite,Finch,Finch,,Brathwaite,,5,,10,
2754,2544566,GL 1st Inns,17.2,"Pat Cummins to Finch, FOUR, that is straight in Finch's alley. Full and outside off, and he is too good with the inside out shots, stays leg-side of the ball and goes over the fielder, couple of bounces and into the fence",Pat Cummins to Finch,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, that is straight in {{BATSMAN}}'s alley. Full and outside off, and he is too good with the inside out shots, stays leg-side of the ball and goes over the fielder, couple of bounces and into the fence",GL,Pat Cummins,Finch,Finch,,Pat,Cummins,5,,3,7.0
2755,2544566,GL 1st Inns,17.3,"Pat Cummins to Finch, FOUR, wow! What wristwork. He backed away and Cummins follows him, almost cramped for room is Finch, but still manages to whip it wide of long-on. The strong wrists come into play to execute that shot",Pat Cummins to Finch,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, wow! What wristwork. He backed away and {{BOWLER}} follows him, almost cramped for room is {{BATSMAN}}, but still manages to whip it wide of long-on. The strong wrists come into play to execute that shot",GL,Pat Cummins,Finch,Finch,,Pat,Cummins,5,,3,7.0
2756,2544566,GL 1st Inns,18.1,"Shami to Jadeja, FOUR, Shami's turn for some charity work. Second full toss Jadeja has got this innings and he has put that away, heaved wide of mid-wicket, got it high on the bat but more importantly had found the gap",Shami to Jadeja,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, {{BOWLER}}'s turn for some charity work. Second full toss {{BATSMAN}} has got this innings and he has put that away, heaved wide of mid-wicket, got it high on the bat but more importantly had found the gap",GL,Shami,Jadeja,Jadeja,,Shami,,6,,5,
2758,2544566,GL 1st Inns,2.2,"Zaheer to Ishan Kishan, FOUR, shaping in this time. But Zaheer has gone too full, making things easier for Ishan Kishan. Whips it past mid-wicket. Timed it beautifully",Zaheer to Ishan Kishan,FOUR,"{{BOWLER}} to {{BATSMAN}}, FOUR, shaping in this time. But {{BOWLER}} has gone too full, making things easier for {{BATSMAN}}. Whips it past mid-wicket. Timed it beautifully",GL,Zaheer,Ishan Kishan,Ishan,Kishan,Zaheer,,5,6.0,6,
