Unnamed: 0,Match_id,Team,Over_num,Commentary,batsman,score,Commentary_new,Team_new,P2,P1,P1_FN,P1_LN,P2_FN,P2_LN,P1_FN_count,P1_LN_count,P2_FN_count,P2_LN_count
3808,1505006,MI 1st Inns,9.4,"Maxwell to Suryakumar Yadav, 2 runs, now he's hanging the ball flat in the air. Full, worked to long-on and that's a half-century for Suryakumar Yadav off 29 balls. Second of his career. Wankhede crowd go berserk with the flags. Quite blue.",Maxwell to Suryakumar Yadav,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, now he's hanging the ball flat in the air. Full, worked to long-on and that's a half-century for {{BATSMAN}} off 29 balls. Second of his career. Wankhede crowd go berserk with the flags. Quite blue.",MI,Maxwell,Suryakumar Yadav,Suryakumar,Yadav,Maxwell,,10,5.0,7,
3819,6298097,KKR 1st Inns,18.0,"Rashid Khan to Shivam Mavi, 2 runs, Rashid thinks he has Shivam Mavi LBW and Williamson reviews.. Missed his sweep there, deflecting the ball to short fine leg. And guess what, he hasn't missed it. It's taken the under-side of the glove and gone to short fine leg, who with a wide throw at the bowler's end allowed the second",Rashid Khan to Shivam Mavi,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, {{BOWLER}} thinks he has {{BATSMAN}} LBW and Williamson reviews.. Missed his sweep there, deflecting the ball to short fine leg. And guess what, he hasn't missed it. It's taken the under-side of the glove and gone to short fine leg, who with a wide throw at the bowler's end allowed the second",KKR,Rashid Khan,Shivam Mavi,Shivam,Mavi,Rashid,Khan,6,4.0,6,4.0
4146,6071727,KKR 1st Inns,18.1,"Laughlin to Nitish Rana, 2 runs, an inswinging slower ball on middle and leg, Rana clears his front leg and drives to the right of long-off",Laughlin to Nitish Rana,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, an inswinging slower ball on middle and leg, {{BATSMAN}} clears his front leg and drives to the right of long-off",KKR,Laughlin,Nitish Rana,Nitish,Rana,Laughlin,,6,4.0,8,
4322,4053491,KKR 1st Inns,12.0,"Yuvraj to Chris Lynn, 2 runs, 4th IPL half-century for Lynn, he gets a big applause from the crowd, the dug out seem relaxed as well. This was pushed through flatter and quicker, Lynn had to reach out as he hacked it wide of long-off, hurries back for the second run",Yuvraj to Chris Lynn,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, 4th IPL half-century for {{BATSMAN}}, he gets a big applause from the crowd, the dug out seem relaxed as well. This was pushed through flatter and quicker, {{BATSMAN}} had to reach out as he hacked it wide of long-off, hurries back for the second run",KKR,Yuvraj,Chris Lynn,Chris,Lynn,Yuvraj,,5,4.0,6,
4325,4053491,KKR 1st Inns,13.0,"Andrew Tye to Chris Lynn, 2 runs, chance and Sran has dropped it. He did all the hard work, ran across to his left from deep cover, got both hands as he slid across, but fails to hold on. A life for Lynn, how costly will it prove to be? This was short of a good length and well outside off, Lynn threw his hands at that and carved it over cover, no real timing on the shot and it should have been gobbled up",Andrew Tye to Chris Lynn,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, chance and Sran has dropped it. He did all the hard work, ran across to his left from deep cover, got both hands as he slid across, but fails to hold on. A life for {{BATSMAN}}, how costly will it prove to be? This was short of a good length and well outside off, {{BATSMAN}} threw his hands at that and carved it over cover, no real timing on the shot and it should have been gobbled up",KKR,Andrew Tye,Chris Lynn,Chris,Lynn,Andrew,Tye,5,4.0,6,3.0
4327,4053491,KKR 1st Inns,14.0,"Mujeeb to Chris Lynn, 2 runs, slower and wider of off, Lynn went hard on the drive once again and mistimed it wide of long-off, that actually allowed the batsmen to come back for the second run",Mujeeb to Chris Lynn,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, slower and wider of off, {{BATSMAN}} went hard on the drive once again and mistimed it wide of long-off, that actually allowed the batsmen to come back for the second run",KKR,Mujeeb,Chris Lynn,Chris,Lynn,Mujeeb,,5,4.0,6,
4500,7308498,MI 1st Inns,10.3,"Stokes to Suryakumar Yadav, 2 runs, oh, what a clanger. Krishnappa Gowtham, what have you done? Spills a straightforward catch at long-on. This is going to hurt RR, for sure. A slower ball from Stokes, Suryakumar took it on and miscued it completely. Gets it off the top half of the bat towards long-on. Gowtham had to move across a bit, went with both hands but it pops out of his hands. Tried grabbing it on the second attempt, in vain",Stokes to Suryakumar Yadav,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, oh, what a clanger. Krishnappa Gowtham, what have you done? Spills a straightforward catch at long-on. This is going to hurt RR, for sure. A slower ball from {{BOWLER}}, {{BATSMAN}} took it on and miscued it completely. Gets it off the top half of the bat towards long-on. Gowtham had to move across a bit, went with both hands but it pops out of his hands. Tried grabbing it on the second attempt, in vain",MI,Stokes,Suryakumar Yadav,Suryakumar,Yadav,Stokes,,10,5.0,6,
4501,7308498,MI 1st Inns,10.4,"Stokes to Suryakumar Yadav, 2 runs, smashed away wide of long-on, they scamper back for the second",Stokes to Suryakumar Yadav,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, smashed away wide of long-on, they scamper back for the second",MI,Stokes,Suryakumar Yadav,Suryakumar,Yadav,Stokes,,10,5.0,6,
4531,7308498,RR 1st Inns,11.1,"Krunal Pandya to Samson, 2 runs, drifting into middle. Whipped down the ground, and long-on's sloppy",Krunal Pandya to Samson,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, drifting into middle. Whipped down the ground, and long-on's sloppy",RR,Krunal Pandya,Samson,Samson,,Krunal,Pandya,6,,6,6.0
4535,7308498,RR 1st Inns,15.1,"Krunal Pandya to Samson, 2 runs, grips on a length, turning away slowly. Samson merely defends, and its into the vast mid-off gaps to pinch a couple. And a ninth IPL fifty",Krunal Pandya to Samson,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, grips on a length, turning away slowly. {{BATSMAN}} merely defends, and its into the vast mid-off gaps to pinch a couple. And a ninth IPL fifty",RR,Krunal Pandya,Samson,Samson,,Krunal,Pandya,6,,6,6.0
4700,4793375,RCB 1st Inns,17.1,"Dwayne Bravo to Mandeep, 2 runs, poor from Dwayne Bravo and the man at cover, slower ball bowled on a yorker length outside off, dug out to the diving MS, who with his glove on has a shy and had he hit de Grandhomme was out. But there's no backing up and they take an extra run",Dwayne Bravo to Mandeep,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, poor from {{BOWLER}} and the man at cover, slower ball bowled on a yorker length outside off, dug out to the diving MS, who with his glove on has a shy and had he hit de Grandhomme was out. But there's no backing up and they take an extra run",RCB,Dwayne Bravo,Mandeep,Mandeep,,Dwayne,Bravo,7,,6,5.0
4722,4793375,RCB 1st Inns,9.4,"Dwayne Bravo to de Kock, 2 runs, jams out the yorker which is headed for the base of off, to the right of Billings at sweeper cover. Placed for two",Dwayne Bravo to de Kock,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, jams out the yorker which is hea{{BATSMAN}}d for the base of off, to the right of Billings at sweeper cover. Placed for two",RCB,Dwayne Bravo,de Kock,de,Kock,Dwayne,Bravo,2,4.0,6,5.0
4764,4782326,SRH 1st Inns,4.0,"Barinder to Manish Pandey, 2 runs, chance and Ashwin puts in a laborious dive, don't think he even got his fingers onto the ball. A badly mistimed shovel from Manish as he looked to go back over the bowler's head, went very high and over mid-off. Ashwin ran back, kept his eyes on the ball, stretched out as it lobbed over his shoulders and can't quite complete the catch",Barinder to Manish Pandey,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, chance and Ashwin puts in a laborious dive, don't think he even got his fingers onto the ball. A badly mistimed shovel from {{BATSMAN}} as he looked to go back over the bowler's head, went very high and over mid-off. Ashwin ran back, kept his eyes on the ball, stretched out as it lobbed over his shoulders and can't quite complete the catch",SRH,Barinder,Manish Pandey,Manish,Pandey,Barinder,,6,6.0,8,
4816,6844921,KKR 1st Inns,13.5,"Mishra to Shubman Gill, 2 runs, fifty of the partnership comes up as the batsman chopped the cut away to pick up a couple. The man at sweeper cover was a little too square",Mishra to Shubman Gill,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, fifty of the partnership comes up as the batsman chopped the cut away to pick up a couple. The man at sweeper cover was a little too square",KKR,Mishra,Shubman Gill,Shubman,Gill,Mishra,,7,4.0,6,
5014,5715249,CSK 1st Inns,20.0,"Boult to Dhoni, 2 runs, very full and outside off, Dhoni gets under it and smacks it hard to the left of long-off. They race back for the second and it's Dhoni's third fifty of IPL 2018! What a gala time he is having! CSK finish on a massive 211/4",Boult to Dhoni,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, very full and outside off, {{BATSMAN}} gets under it and smacks it hard to the left of long-off. They race back for the second and it's {{BATSMAN}}'s third fifty of IPL 2018! What a gala time he is having! {{TEAM}} finish on a massive 211/4",CSK,Boult,Dhoni,Dhoni,,Boult,,5,,5,
5229,6347542,KKR 1st Inns,15.1,"Jadeja to Shubman Gill, 2 runs, maiden IPL fifty for Shubman Gill! His team-mates give him a standing ovation. He's played a beautiful innings. Gets to the milestone by driving a fullish ball wide of long-off",Jadeja to Shubman Gill,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, maiden IPL fifty for {{BATSMAN}}! His team-mates give him a standing ovation. He's played a beautiful innings. Gets to the milestone by driving a fullish ball wide of long-off",KKR,Jadeja,Shubman Gill,Shubman,Gill,Jadeja,,7,4.0,6,
5334,2716679,CSK 1st Inns,6.5,"Siraj to Raina, 2 runs, run-out chance missed. This is where RCB will miss de Kock. He has been brilliant behind the stumps. Very full and outside off, Raina squeezes out to square third man, Ashwin gets across and releases the ball quickly, Parthiv failed to gather the ball. Had he done so, then Raina was gone",Siraj to Raina,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, run-out chance missed. This is where RCB will miss de Kock. He has been brilliant behind the stumps. Very full and outside off, {{BATSMAN}} squeezes out to square third man, Ashwin gets across and releases the ball quickly, Parthiv failed to gather the ball. Had he done so, then {{BATSMAN}} was gone",CSK,Siraj,Raina,Raina,,Siraj,,5,,5,
5479,7442279,KXIP 1st Inns,10.4,"Anureet Singh to Nair, 2 runs, nurdles the ball round the corner and hurries back for second run. Stokes with the running one-handed throw but Nair makes it back in",Anureet Singh to Nair,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, nurdles the ball round the corner and hurries back for second run. Stokes with the running one-handed throw but {{BATSMAN}} makes it back in",KXIP,Anureet Singh,Nair,Nair,,Anureet,Singh,4,,7,5.0
5644,5886474,KKR 1st Inns,15.3,"Markande to Kuldeep Yadav, 2 runs, healthy deflection off the edge, can't attach much blame to Ishan Kishan. Another googly from Markande, drew Kuldeep forward and took the edge. It hits Kishan on the thigh before deflecting past slip",Markande to Kuldeep Yadav,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, healthy deflection off the edge, can't attach much blame to Ishan Kishan. Another googly from {{BOWLER}}, drew {{BATSMAN}} forward and took the edge. It hits Kishan on the thigh before deflecting past slip",KKR,Markande,Kuldeep Yadav,Kuldeep,Yadav,Markande,,7,5.0,8,
5777,8725921,CSK 1st Inns,19.3,"Stokes to Billings, 2 runs, dropped! Chopra puts one down on his IPL debut. This was whipped to deep square leg by Billings, Chopra came running in, got his hands to it but failed to hold on to it.",Stokes to Billings,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, dropped! Chopra puts one down on his IPL debut. This was whipped to deep square leg by {{BATSMAN}}, Chopra came running in, got his hands to it but failed to hold on to it.",CSK,Stokes,Billings,Billings,,Stokes,,8,,6,
5819,8725921,RR 1st Inns,7.2,"Karn Sharma to Buttler, 2 runs, straighter one, Buttler paddles it fine to bring up his fourth successive fifty to match Virat Kohli's feat. Only Viru has five in a row",Karn Sharma to Buttler,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, straighter one, {{BATSMAN}} paddles it fine to bring up his fourth successive fifty to match Virat Kohli's feat. Only Viru has five in a row",RR,Karn Sharma,Buttler,Buttler,,Karn,Sharma,7,,4,6.0
6213,3429315,KXIP 1st Inns,9.5,"Hardik Pandya to Rahul, 2 runs, back of a length delivery around off, Rahul gets on the back foot and punches that to deep backward point for a brace. 50 partnership up!",Hardik Pandya to Rahul,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, back of a length delivery around off, {{BATSMAN}} gets on the back foot and punches that to deep backward point for a brace. 50 partnership up!",KXIP,Hardik Pandya,Rahul,Rahul,,Hardik,Pandya,5,,6,6.0
6290,2266358,SRH 1st Inns,12.3,"de Grandhomme to Williamson, 2 runs, 8th fifty for KW this IPL, his 11th IPL fifty in his 28th game. Flat and shortish, whipped away off the back foot to deep mid-wicket for a brace",de Grandhomme to Williamson,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, 8th fifty for KW this IPL, his 11th IPL fifty in his 28th game. Flat and shortish, whipped away off the back foot to {{BOWLER}}ep mid-wicket for a brace",SRH,de Grandhomme,Williamson,Williamson,,de,Grandhomme,10,,2,10.0
6299,2266358,SRH 1st Inns,16.0,"Chahal to Manish Pandey, 2 runs, fifty of the partnership comes up as Pandey comes back for a brace again. That was on the sticks again, might have been the quicker ball and the batsman turned the ball away between long-on and deep mid for a brace. 55 off the last four overs.",Chahal to Manish Pandey,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, fifty of the partnership comes up as {{BATSMAN}} comes back for a brace again. That was on the sticks again, might have been the quicker ball and the batsman turned the ball away between long-on and deep mid for a brace. 55 off the last four overs.",SRH,Chahal,Manish Pandey,Manish,Pandey,Chahal,,6,6.0,6,
6434,9377212,KKR 1st Inns,15.0,"Bhuvneshwar to Karthik, 2 runs, a direct-hit from extra cover but Uthappa has made it back into the bowler's end with a sharp second. Squeeze-driven by DK that, as BK went full and wide",Bhuvneshwar to Karthik,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, a direct-hit from extra cover but Uthappa has made it back into the bowler's end with a sharp second. Squeeze-driven by DK that, as BK went full and wide",KKR,Bhuvneshwar,Karthik,Karthik,,Bhuvneshwar,,7,,11,
6847,7841262,CSK 1st Inns,7.1,"Harbhajan to de Villiers, 2 runs, Tahir drops a sitter. ABD gets a lifeline. This can be dangerous for CSK. It was a fuller length delivery on the stumps, de Villiers moves to the off-side and slog sweeps it, it comes off the upper half of the bat and Tahir drops a rather easy catch at deep backward square leg",Harbhajan to de Villiers,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, Tahir drops a sitter. ABD gets a lifeline. This can be dangerous for {{TEAM}}. It was a fuller length {{BATSMAN}}livery on the stumps, {{BATSMAN}} moves to the off-si{{BATSMAN}} and slog sweeps it, it comes off the upper half of the bat and Tahir drops a rather easy catch at {{BATSMAN}}ep backward square leg",CSK,Harbhajan,de Villiers,de,Villiers,Harbhajan,,2,8.0,9,
6863,7841262,RCB 1st Inns,7.1,"Harbhajan to de Villiers, 2 runs, Tahir drops a sitter. ABD gets a lifeline. This can be dangerous for CSK. It was a fuller length delivery on the stumps, de Villiers moves to the off-side and slog sweeps it, it comes off the upper half of the bat and Tahir drops a rather easy catch at deep backward square leg",Harbhajan to de Villiers,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, Tahir drops a sitter. ABD gets a lifeline. This can be dangerous for CSK. It was a fuller length {{BATSMAN}}livery on the stumps, {{BATSMAN}} moves to the off-si{{BATSMAN}} and slog sweeps it, it comes off the upper half of the bat and Tahir drops a rather easy catch at {{BATSMAN}}ep backward square leg",RCB,Harbhajan,de Villiers,de,Villiers,Harbhajan,,2,8.0,9,
7078,6926671,CSK 1st Inns,16.5,"Jadeja to Dhawan, 2 runs, flatter one on the stumps and Dhawan pulls it wide of deep mid-wicket for a brace. And brings up his fifty with it. He has played the role of anchor to perfection but can he provide the power-hitting in the slog overs?",Jadeja to Dhawan,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, flatter one on the stumps and {{BATSMAN}} pulls it wide of deep mid-wicket for a brace. And brings up his fifty with it. He has played the role of anchor to perfection but can he provide the power-hitting in the slog overs?",CSK,Jadeja,Dhawan,Dhawan,,Jadeja,,6,,6,
7104,6926671,DC 1st Inns,16.5,"Jadeja to Dhawan, 2 runs, flatter one on the stumps and Dhawan pulls it wide of deep mid-wicket for a brace. And brings up his fifty with it. He has played the role of anchor to perfection but can he provide the power-hitting in the slog overs?",Jadeja to Dhawan,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, flatter one on the stumps and {{BATSMAN}} pulls it wide of deep mid-wicket for a brace. And brings up his fifty with it. He has played the role of anchor to perfection but can he provide the power-hitting in the slog overs?",DC,Jadeja,Dhawan,Dhawan,,Jadeja,,6,,6,
7164,2245633,KXIP 1st Inns,14.3,"Kuldeep Yadav to Agarwal, 2 runs, in the airrr, dropped, Rinku Singh the sub! Flighted delivery outside off stump, Agarwal steps out and reaches out to this widish delivery, sliced it, Rinku ran to his left and dived full length forward but it didn't stick",Kuldeep Yadav to Agarwal,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, in the airrr, dropped, Rinku Singh the sub! Flighted delivery outside off stump, {{BATSMAN}} steps out and reaches out to this widish delivery, sliced it, Rinku ran to his left and dived full length forward but it didn't stick",KXIP,Kuldeep Yadav,Agarwal,Agarwal,,Kuldeep,Yadav,7,,7,5.0
7173,2245633,KXIP 1st Inns,18.4,"Ferguson to Miller, 2 runs, slower delivery on the leg stump, tucked away towards mid-wicket, easy two. Fifty up for Miller, but no celebrations",Ferguson to Miller,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, slower delivery on the leg stump, tucked away towards mid-wicket, easy two. Fifty up for {{BATSMAN}}, but no celebrations",KXIP,Ferguson,Miller,Miller,,Ferguson,,6,,8,
7264,9059842,RR 1st Inns,13.5,"Sandeep Sharma to Samson, 2 runs, Rahane was in trouble here. Full and outside off, Samson drives it towards deep extra cover, Rashid swoops down and releases the ball quickly as well but Sandeep fails to gather it, Rahane puts in the dive to make his ground",Sandeep Sharma to Samson,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, Rahane was in trouble here. Full and outside off, {{BATSMAN}} drives it towards deep extra cover, Rashid swoops down and releases the ball quickly as well but {{BOWLER}} fails to gather it, Rahane puts in the dive to make his ground",RR,Sandeep Sharma,Samson,Samson,,Sandeep,Sharma,6,,7,6.0
7315,9059842,SRH 1st Inns,5.3,"Jofra Archer to Warner, 2 runs, short of length delivery angling away @140.3km/h, but not too much, Warner backs away into the on-side and chips it only just over Samson at mid-off towards the extra cover region for a couple to bring up his fifty - raises his bat to the local crowd",Jofra Archer to Warner,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, short of length delivery angling away @140.3km/h, but not too much, {{BATSMAN}} backs away into the on-side and chips it only just over Samson at mid-off towards the extra cover region for a couple to bring up his fifty - raises his bat to the local crowd",SRH,Jofra Archer,Warner,Warner,,Jofra,Archer,6,,5,6.0
7484,1894737,SRH 1st Inns,12.1,"Prayas Barman to Warner, 2 runs, his comeback has been like a dream for SRH. He has been out of competitive cricket for one-year but that hasn't made an iota of difference to his batting prowess. His third fifty of this IPL season in that many matches. It was a fuller length delivery on the stumps and he pushes it to long-on for a brace",Prayas Barman to Warner,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, his comeback has been like a dream for {{TEAM}}. He has been out of competitive cricket for one-year but that hasn't made an iota of difference to his batting prowess. His third fifty of this IPL season in that many matches. It was a fuller length delivery on the stumps and he pushes it to long-on for a brace",SRH,Prayas Barman,Warner,Warner,,Prayas,Barman,6,,6,6.0
7488,1894737,SRH 1st Inns,15.1,"Prayas Barman to Bairstow, 2 runs, maiden IPL hundred for Bairstow - and look at the celebrations, this means a lot for him, punches in delight, removes his helmet and lifts both arms towards the dug-out - the Hyderabad crowd has certainly enjoyed it. Coming to the ball, it was tossed up on the leg-stump line, he got close to the ball and whipped it wide of long-on for a brace",Prayas Barman to Bairstow,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, maiden IPL hundred for {{BATSMAN}} - and look at the celebrations, this means a lot for him, punches in delight, removes his helmet and lifts both arms towards the dug-out - the Hyderabad crowd has certainly enjoyed it. Coming to the ball, it was tossed up on the leg-stump line, he got close to the ball and whipped it wide of long-on for a brace",SRH,Prayas Barman,Bairstow,Bairstow,,Prayas,Barman,8,,6,6.0
7573,9884461,DC 1st Inns,12.2,"Harshal Patel to Miller, 2 runs, pace off and Miller waits before clipping it wide of deep mid-wicket, easy two. That brings up the 50-run stand for the pair and they need to keep going",Harshal Patel to Miller,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, pace off and {{BATSMAN}} waits before clipping it wide of deep mid-wicket, easy two. That brings up the 50-run stand for the pair and they need to keep going",DC,Harshal Patel,Miller,Miller,,Harshal,Patel,6,,7,5.0
7605,9884461,KXIP 1st Inns,12.2,"Harshal Patel to Miller, 2 runs, pace off and Miller waits before clipping it wide of deep mid-wicket, easy two. That brings up the 50-run stand for the pair and they need to keep going",Harshal Patel to Miller,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, pace off and {{BATSMAN}} waits before clipping it wide of deep mid-wicket, easy two. That brings up the 50-run stand for the pair and they need to keep going",KXIP,Harshal Patel,Miller,Miller,,Harshal,Patel,6,,7,5.0
7719,7416638,MI 1st Inns,15.4,"Dwayne Bravo to Krunal Pandya, 2 runs, yorker on the stumps and Krunal Pandya drills it down the ground. Jadeja of all people misfields it at long-off and that will allow batsmen to take an extra run",Dwayne Bravo to Krunal Pandya,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, yorker on the stumps and {{BATSMAN}} drills it down the ground. Jadeja of all people misfields it at long-off and that will allow batsmen to take an extra run",MI,Dwayne Bravo,Krunal Pandya,Krunal,Pandya,Dwayne,Bravo,6,6.0,6,5.0
7758,2313937,DC 1st Inns,18.4,"Bhuvneshwar to Rabada, 2 runs, Sandeep spills a sitter! Inexcusable really. Was a fuller one from Bhuvneshwar and Rabada went for the pick up shot. Got more height than distance on it and Sandeep should have gobbled this. Got under it well but probably lost balance a touch. Not only has he dropped it, but also allowed DC to get a brace",Bhuvneshwar to Rabada,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, Sandeep spills a sitter! Inexcusable really. Was a fuller one from {{BOWLER}} and {{BATSMAN}} went for the pick up shot. Got more height than distance on it and Sandeep should have gobbled this. Got under it well but probably lost balance a touch. Not only has he dropped it, but also allowed {{TEAM}} to get a brace",DC,Bhuvneshwar,Rabada,Rabada,,Bhuvneshwar,,6,,11,
7795,1415953,KKR 1st Inns,0.4,"Southee to Chris Lynn, 2 runs, massive top-edge. Massive swirl on the ball and it's gone a mile into the night-sky. Who wants it? Parthiv and Saini back-track but it's taking an eternity to come down. Oopsy. Saini gets to the ball but can't quite hold onto it. So, it will go down as a drop, tough chance but lucky Lynn. It was a shortish and bounced more than Lynn expected as he went for the pull. What's worse is that it dribbles away to the boundary after Saini shelled it",Southee to Chris Lynn,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, massive top-edge. Massive swirl on the ball and it's gone a mile into the night-sky. Who wants it? Parthiv and Saini back-track but it's taking an eternity to come down. Oopsy. Saini gets to the ball but can't quite hold onto it. So, it will go down as a drop, tough chance but lucky {{BATSMAN}}. It was a shortish and bounced more than {{BATSMAN}} expected as he went for the pull. What's worse is that it dribbles away to the boundary after Saini shelled it",KKR,Southee,Chris Lynn,Chris,Lynn,Southee,,5,4.0,7,
7835,1415953,RCB 1st Inns,11.2,"Kuldeep Yadav to de Villiers, 2 runs, big miscue. Ugly, like really ugly slog-sweep, gets only a big top-edge on it -- and the skier goes into a no man's mid-off. Ferguson gives it the charge from the deep, and even his dive can't get him under it cleanly",Kuldeep Yadav to de Villiers,TWO,"Kul{{BATSMAN}}ep {{BOWLER}} to {{BATSMAN}}, 2 runs, big miscue. Ugly, like really ugly slog-sweep, gets only a big top-edge on it -- and the skier goes into a no man's mid-off. Ferguson gives it the charge from the {{BATSMAN}}ep, and even his dive can't get him un{{BATSMAN}}r it cleanly",RCB,Kuldeep Yadav,de Villiers,de,Villiers,Kuldeep,Yadav,2,8.0,7,5.0
7847,1415953,RCB 1st Inns,16.3,"Ferguson to Kohli, 2 runs, tickled it so damn softly into long-on, and they steal a couple well before long-on could come in .. somebody, check their shoes for nitro-boosters",Ferguson to Kohli,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, tickled it so damn softly into long-on, and they steal a couple well before long-on could come in .. somebody, check their shoes for nitro-boosters",RCB,Ferguson,Kohli,Kohli,,Ferguson,,5,,8,
7892,8616942,KXIP 1st Inns,15.2,"Harbhajan to Rahul, 2 runs, fuller length delivery turning back into Rahul, he nudges it to the on-side. And will come back for a brace",Harbhajan to Rahul,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, fuller length delivery turning back into {{BATSMAN}}, he nudges it to the on-side. And will come back for a brace",KXIP,Harbhajan,Rahul,Rahul,,Harbhajan,,5,,9,
7961,6942289,DC 1st Inns,13.3,"Moeen Ali to Shreyas Iyer, 2 runs, this shortish length ain't working for RCB. Shreyas Iyer treks back, stands tall and cuts it past point for a double. That is fifty for the skipper. His first of the season. Has been a tough start for him but would want to make this count",Moeen Ali to Shreyas Iyer,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, this shortish length ain't working for RCB. {{BATSMAN}} treks back, stands tall and cuts it past point for a double. That is fifty for the skipper. His first of the season. Has been a tough start for him but would want to make this count",DC,Moeen Ali,Shreyas Iyer,Shreyas,Iyer,Moeen,Ali,7,4.0,5,3.0
8059,4297600,KXIP 1st Inns,15.4,"Bhuvneshwar to Agarwal, 2 runs, that was in the air for an eternity and Yusuf Pathan drops an absolute dolly. Short outside off, Mayank skewed it up off the toe-end as he went for the carve over point, Pathan at sweeper cover had ample time and he indeed was on his knees trying to grab it near his chest. Straight in and straight out",Bhuvneshwar to Agarwal,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, that was in the air for an eternity and Yusuf Pathan drops an absolute dolly. Short outside off, Mayank skewed it up off the toe-end as he went for the carve over point, Pathan at sweeper cover had ample time and he indeed was on his knees trying to grab it near his chest. Straight in and straight out",KXIP,Bhuvneshwar,Agarwal,Agarwal,,Bhuvneshwar,,7,,11,
8060,4297600,KXIP 1st Inns,16.0,"Bhuvneshwar to Rahul, 2 runs, opens the bat face and punches the length ball wide of deep extra cover, brings up the 100-run partnersnip too",Bhuvneshwar to Rahul,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, opens the bat face and punches the length ball wide of deep extra cover, brings up the 100-run partnersnip too",KXIP,Bhuvneshwar,Rahul,Rahul,,Bhuvneshwar,,5,,11,
8085,4297600,SRH 1st Inns,16.0,"Mujeeb to Warner, 2 runs, another fifty for Warner! Has been a very gritty knock as he hasn't been at his fluent best. Reaches out for this widish delivery as he drives it to deep cover. Takes two runs and gets to the landmark but there are no real celebrations. His job ain't done yet",Mujeeb to Warner,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, another fifty for {{BATSMAN}}! Has been a very gritty knock as he hasn't been at his fluent best. Reaches out for this widish delivery as he drives it to deep cover. Takes two runs and gets to the landmark but there are no real celebrations. His job ain't done yet",SRH,Mujeeb,Warner,Warner,,Mujeeb,,6,,6,
8101,7815415,CSK 1st Inns,14.1,"Chawla to Rayudu, 2 runs, and action immediately after the break! Krishna at deep cover drops it. Came charging in, got to it but fluffed it. Rayudu takes two. Was the leggie and the inside out shot scaled more height than distance",Chawla to Rayudu,TWO,"{{BOWLER}} to {{BATSMAN}}, 2 runs, and action immediately after the break! Krishna at deep cover drops it. Came charging in, got to it but fluffed it. {{BATSMAN}} takes two. Was the leggie and the inside out shot scaled more height than distance",CSK,Chawla,Rayudu,Rayudu,,Chawla,,6,,6,
